Mary ( ) small.,is,are,is,Mary は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
My brother ( ) nice.,is,are,is,My brother は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
My sister ( ) interesting.,is,are,is,My sister は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
My father ( ) beautiful.,is,are,is,My father は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
My mother ( ) red.,is,are,is,My mother は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
The boy ( ) blue.,is,are,is,The boy は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
The girl ( ) clean.,is,are,is,The girl は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
Mr. Brown ( ) famous.,is,are,is,Mr. Brown は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
Ms. Green ( ) important.,is,are,is,Ms. Green は単数の主語なので be 動詞は is。,be動詞(主語がIやyou以外の時),これから
We ( ) small.,is,are,are,We は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
They ( ) nice.,is,are,are,They は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) interesting.,is,are,are,Tom and Ken は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) beautiful.,is,are,are,Mary and Yuki は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
My friends ( ) red.,is,are,are,My friends は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
The students ( ) blue.,is,are,are,The students は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
The boys ( ) clean.,is,are,are,The boys は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
The girls ( ) famous.,is,are,are,The girls は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
My parents ( ) important.,is,are,are,My parents は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
These students ( ) new.,is,are,are,These students は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
Those boys ( ) old.,is,are,are,Those boys は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
The teachers ( ) big.,is,are,are,The teachers は複数の主語なので be 動詞は are。,be動詞(主語がIやyou以外の時),これから
This ( ) interesting.,is,are,is,This は単数なので is。,be動詞(主語がIやyou以外の時),これから
That ( ) beautiful.,is,are,is,That は単数なので is。,be動詞(主語がIやyou以外の時),これから
It ( ) red.,is,are,is,It は単数なので is。,be動詞(主語がIやyou以外の時),これから
My bag ( ) blue.,is,are,is,My bag は単数なので is。,be動詞(主語がIやyou以外の時),これから
The book ( ) clean.,is,are,is,The book は単数なので is。,be動詞(主語がIやyou以外の時),これから
The cat ( ) famous.,is,are,is,The cat は単数なので is。,be動詞(主語がIやyou以外の時),これから
The dog ( ) important.,is,are,is,The dog は単数なので is。,be動詞(主語がIやyou以外の時),これから
His bike ( ) new.,is,are,is,His bike は単数なので is。,be動詞(主語がIやyou以外の時),これから
Her pencil ( ) old.,is,are,is,Her pencil は単数なので is。,be動詞(主語がIやyou以外の時),これから
The room ( ) big.,is,are,is,The room は単数なので is。,be動詞(主語がIやyou以外の時),これから
These ( ) red.,is,are,are,These は複数なので are。,be動詞(主語がIやyou以外の時),これから
Those ( ) blue.,is,are,are,Those は複数なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) clean.,is,are,are,They は複数なので are。,be動詞(主語がIやyou以外の時),これから
The books ( ) famous.,is,are,are,The books は複数なので are。,be動詞(主語がIやyou以外の時),これから
The cats ( ) important.,is,are,are,The cats は複数なので are。,be動詞(主語がIやyou以外の時),これから
The dogs ( ) new.,is,are,are,The dogs は複数なので are。,be動詞(主語がIやyou以外の時),これから
His bikes ( ) old.,is,are,are,His bikes は複数なので are。,be動詞(主語がIやyou以外の時),これから
Her pencils ( ) long.,is,are,are,Her pencils は複数なので are。,be動詞(主語がIやyou以外の時),これから
The rooms ( ) small.,is,are,are,The rooms は複数なので are。,be動詞(主語がIやyou以外の時),これから
The boxes ( ) nice.,is,are,are,The boxes は複数なので are。,be動詞(主語がIやyou以外の時),これから
He ( ) a teacher.,is,are,is,彼は単数なので is。,be動詞(主語がIやyou以外の時),これから
She ( ) a student.,is,are,is,彼女は単数なので is。,be動詞(主語がIやyou以外の時),これから
Tom ( ) a doctor.,is,are,is,Tom は単数なので is。,be動詞(主語がIやyou以外の時),これから
Mary ( ) a singer.,is,are,is,Mary は単数なので is。,be動詞(主語がIやyou以外の時),これから
My brother ( ) a tennis player.,is,are,is,My brother は単数なので is。,be動詞(主語がIやyou以外の時),これから
My sister ( ) my friend.,is,are,is,My sister は単数なので is。,be動詞(主語がIやyou以外の時),これから
My father ( ) our teacher.,is,are,is,My father は単数なので is。,be動詞(主語がIやyou以外の時),これから
My mother ( ) a good boy.,is,are,is,My mother は単数なので is。,be動詞(主語がIやyou以外の時),これから
The boy ( ) a kind girl.,is,are,is,The boy は単数なので is。,be動詞(主語がIやyou以外の時),これから
The girl ( ) a new student.,is,are,is,The girl は単数なので is。,be動詞(主語がIやyou以外の時),これから
We ( ) students.,is,are,are,We は複数なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) teachers.,is,are,are,They は複数なので are。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) friends.,is,are,are,Tom and Ken は複数なので are。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) soccer players.,is,are,are,Mary and Yuki は複数なので are。,be動詞(主語がIやyou以外の時),これから
My friends ( ) good singers.,is,are,are,My friends は複数なので are。,be動詞(主語がIやyou以外の時),これから
The students ( ) classmates.,is,are,are,The students は複数なので are。,be動詞(主語がIやyou以外の時),これから
The boys ( ) my brothers.,is,are,are,The boys は複数なので are。,be動詞(主語がIやyou以外の時),これから
The girls ( ) our friends.,is,are,are,The girls は複数なので are。,be動詞(主語がIやyou以外の時),これから
My parents ( ) new students.,is,are,are,My parents は複数なので are。,be動詞(主語がIやyou以外の時),これから
These students ( ) kind people.,is,are,are,These students は複数なので are。,be動詞(主語がIやyou以外の時),これから
He ( ) in Japan.,is,are,is,彼は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
She ( ) in the park.,am,are,is,彼女は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
Tom ( ) at school.,is,are,is,Tom は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
Mary ( ) at home.,am,are,is,Mary は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
My brother ( ) in the library.,is,are,is,My brother は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
My sister ( ) near the station.,am,are,is,My sister は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
My father ( ) under the desk.,is,are,is,My father は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
My mother ( ) on the table.,am,are,is,My mother は単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
This ( ) in Osaka.,is,are,is,This は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
That ( ) from China.,am,are,is,That は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
It ( ) in Japan.,is,are,is,It は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
My bag ( ) in the park.,am,are,is,My bag は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
The book ( ) at school.,is,are,is,The book は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
The cat ( ) at home.,am,are,is,The cat は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
The dog ( ) in the library.,is,are,is,The dog は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
His bike ( ) near the station.,am,are,is,His bike は単数なので is。単数の主語なので is。,be動詞(主語がIやyou以外の時),これから
We ( ) at school.,is,are,are,We は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) at home.,is,are,are,They は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) in the library.,is,are,are,Tom and Ken は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) near the station.,is,are,are,Mary and Yuki は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
My friends ( ) under the desk.,is,are,are,My friends は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
The students ( ) on the table.,is,are,are,The students は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
The boys ( ) in Osaka.,is,are,are,The boys は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
The girls ( ) from China.,is,are,are,The girls は複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
These ( ) in Japan.,is,are,are,These は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
Those ( ) in the park.,is,are,are,Those は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) at school.,is,are,are,They は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
My books ( ) at home.,is,are,are,My books は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
The cats ( ) in the library.,is,are,are,The cats は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
The dogs ( ) near the station.,is,are,are,The dogs は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
His bikes ( ) under the desk.,is,are,are,His bikes は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
Her pencils ( ) on the table.,is,are,are,Her pencils は複数なので are。複数の主語なので are。,be動詞(主語がIやyou以外の時),これから
He ( ) tired.,is not,are not,is not,彼は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
She ( ) tired.,is not,are not,is not,彼女は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
Tom ( ) tired.,is not,are not,is not,Tom は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
Mary ( ) tired.,is not,are not,is not,Mary は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
My brother ( ) tired.,is not,are not,is not,My brother は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
My sister ( ) tired.,is not,are not,is not,My sister は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
My father ( ) tired.,is not,are not,is not,My father は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
My mother ( ) tired.,is not,are not,is not,My mother は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
The boy ( ) tired.,is not,are not,is not,The boy は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
The girl ( ) tired.,is not,are not,is not,The girl は単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
This ( ) beautiful.,is not,are not,is not,This は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
That ( ) beautiful.,is not,are not,is not,That は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
It ( ) beautiful.,is not,are not,is not,It は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
My bag ( ) big.,is not,are not,is not,My bag は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
The book ( ) good.,is not,are not,is not,The book は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
The cat ( ) tired.,is not,are not,is not,The cat は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
The dog ( ) tired.,is not,are not,is not,The dog は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
His bike ( ) new.,is not,are not,is not,His bike は単数なので is。単数なので否定文は is not。,be動詞(主語がIやyou以外の時),これから
We ( ) tired.,is not,are not,are not,We は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
They ( ) tired.,is not,are not,are not,They は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) tired.,is not,are not,are not,Tom and Ken は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) tired.,is not,are not,are not,Mary and Yuki は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
My friends ( ) tired.,is not,are not,are not,My friends は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
The students ( ) tired.,is not,are not,are not,The students は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
The boys ( ) tired.,is not,are not,are not,The boys は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
The girls ( ) tired.,is not,are not,are not,The girls は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
My parents ( ) tired.,is not,are not,are not,My parents は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
These students ( ) tired.,is not,are not,are not,These students は複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
These ( ) useful.,is not,are not,are not,These は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
Those ( ) useful.,is not,are not,are not,Those は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
They ( ) tired.,is not,are not,are not,They は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
My books ( ) good.,is not,are not,are not,My books は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
The cats ( ) useful.,is not,are not,are not,The cats は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
The dogs ( ) useful.,is not,are not,are not,The dogs は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
His bikes ( ) useful.,is not,are not,are not,His bikes は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
Her pencils ( ) useful.,is not,are not,are not,Her pencils は複数なので are。複数なので否定文は are not。,be動詞(主語がIやyou以外の時),これから
I ( ) busy.,am not,are not,am not,I の否定文は am not。,be動詞(主語がIやyou以外の時),これから
I ( ) late.,am not,are not,am not,I の否定文は am not。,be動詞(主語がIやyou以外の時),これから
I ( ) a teacher.,am not,are not,am not,I の否定文は am not。,be動詞(主語がIやyou以外の時),これから
I ( ) from Tokyo.,am not,are not,am not,I の否定文は am not。,be動詞(主語がIやyou以外の時),これから
I ( ) at home.,am not,are not,am not,I の否定文は am not。,be動詞(主語がIやyou以外の時),これから
He ( ) ready.,isn't,aren't,isn't,彼は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
She ( ) ready.,isn't,aren't,isn't,彼女は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
Tom ( ) ready.,isn't,aren't,isn't,Tom は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
Mary ( ) ready.,isn't,aren't,isn't,Mary は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
My brother ( ) ready.,isn't,aren't,isn't,My brother は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
My sister ( ) ready.,isn't,aren't,isn't,My sister は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
My father ( ) ready.,isn't,aren't,isn't,My father は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
My mother ( ) ready.,isn't,aren't,isn't,My mother は単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
This ( ) ready.,isn't,aren't,isn't,This は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
That ( ) ready.,isn't,aren't,isn't,That は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
It ( ) ready.,isn't,aren't,isn't,It は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
My bag ( ) ready.,isn't,aren't,isn't,My bag は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
The book ( ) useful.,isn't,aren't,isn't,The book は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
The cat ( ) ready.,isn't,aren't,isn't,The cat は単数なので is。単数なので短縮形は isn't。,be動詞(主語がIやyou以外の時),これから
We ( ) ready.,isn't,aren't,aren't,We は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
They ( ) ready.,isn't,aren't,aren't,They は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) ready.,isn't,aren't,aren't,Tom and Ken は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) ready.,isn't,aren't,aren't,Mary and Yuki は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
My friends ( ) ready.,isn't,aren't,aren't,My friends は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
The students ( ) ready.,isn't,aren't,aren't,The students は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
The boys ( ) ready.,isn't,aren't,aren't,The boys は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
The girls ( ) ready.,isn't,aren't,aren't,The girls は複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
These ( ) ready.,isn't,aren't,aren't,These は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
Those ( ) ready.,isn't,aren't,aren't,Those は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
They ( ) ready.,isn't,aren't,aren't,They は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
My books ( ) difficult.,isn't,aren't,aren't,My books は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
The cats ( ) ready.,isn't,aren't,aren't,The cats は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
The dogs ( ) ready.,isn't,aren't,aren't,The dogs は複数なので are。複数なので短縮形は aren't。,be動詞(主語がIやyou以外の時),これから
( ) he happy?,Is,Are,Is,彼は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) she happy?,Is,Are,Is,彼女は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Tom happy?,Is,Are,Is,Tom は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Mary happy?,Is,Are,Is,Mary は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my brother happy?,Is,Are,Is,My brother は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my sister happy?,Is,Are,Is,My sister は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my father happy?,Is,Are,Is,My father は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my mother happy?,Is,Are,Is,My mother は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) the boy happy?,Is,Are,Is,The boy は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) the girl happy?,Is,Are,Is,The girl は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Mr. Brown happy?,Is,Are,Is,Mr. Brown は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Ms. Green happy?,Is,Are,Is,Ms. Green は単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) this happy?,Is,Are,Is,this は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) that happy?,Is,Are,Is,that は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) it happy?,Is,Are,Is,it は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my bag cool?,Is,Are,Is,my bag は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) the book cool?,Is,Are,Is,the book は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) the cat cool?,Is,Are,Is,the cat は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
